User ID,Studying,animals,cooking,culture,dogs,education,fitness,food,healthy eating,public speaking,science,soccer,studying,technology,tennis,travel,veganism,clusters
002cd824-10f2-447c-8d1c-940325a1cdf4,0,4,1,5,2,1,3,4,1,1,2,2,4,5,4,2,2,0
007a1366-a46f-40f1-9ba5-01245aeaf20f,0,2,0,2,1,5,2,2,5,1,2,2,2,2,0,1,2,2
03e3a23a-a77a-41da-9ecd-3f2ff9e5bc90,0,3,2,2,2,2,1,5,2,0,1,3,3,3,1,2,1,0
04e52602-e370-4a99-bfda-f0c1655058da,0,1,1,4,1,3,1,3,3,3,0,0,2,1,4,3,3,2
052faed2-37ac-4a2c-ba6f-2657322e4fa5,0,4,1,4,2,2,2,3,5,1,4,2,1,5,2,1,7,0
054b5d2a-7ee3-49c8-912a-1cf58389ae60,0,4,5,0,4,5,2,2,3,0,3,3,2,5,2,2,1,4
05782669-264e-4c14-990e-14c8dbb13bef,0,2,3,0,3,2,3,2,2,1,4,4,6,1,2,2,0,4
05d7e77f-a18a-4358-a23a-46c560b3682e,0,2,1,3,1,2,1,3,3,2,7,2,1,2,2,0,0,0
06a8036a-6e4c-4b15-a6c8-ca74ac11ea73,0,1,7,3,1,1,1,4,4,2,1,2,4,1,1,0,1,4
07061727-dc05-4411-ab78-79f95b1869a9,0,3,3,1,3,6,4,2,2,2,4,1,5,2,3,6,1,1
07f4dcd0-2bf3-4f21-9da3-b054b511ae00,0,4,3,1,3,2,0,3,2,2,2,3,1,4,0,2,0,0
0828c4e1-63ec-4121-aa07-eefd37954bb9,0,3,5,3,2,1,3,1,3,1,3,3,3,3,1,3,4,4
084eb113-0d87-4ae5-891b-2ec7f1e194a8,0,1,6,2,1,2,1,2,5,1,1,0,1,3,2,2,0,4
0871bb31-3d6e-4e4c-ab19-95a262cac0d4,0,2,4,6,2,0,8,2,4,8,0,4,3,3,6,1,2,0
0873e9a7-234a-4096-a92a-8dc7a03eb0c5,0,4,7,4,1,2,0,6,5,0,1,0,0,2,3,2,2,4
08c64787-e47b-4a7f-b00b-5590eb5fbc3a,0,4,0,3,2,5,2,2,0,1,1,1,1,1,1,4,1,3
094fbe49-da84-4445-9d28-7fc5f593f5ad,0,0,1,2,4,2,1,1,2,4,1,3,0,4,1,1,1,2
0a1cde57-79ab-4c61-b664-1d3b290b43cf,1,3,1,3,4,3,3,6,1,1,5,2,0,2,0,4,3,0
0c347562-ce55-450b-91ab-0707662b36f5,0,2,3,3,4,2,0,4,3,1,1,3,2,2,4,5,2,1
0c5b0547-820a-4beb-832e-3162f74ccfa7,0,1,4,3,4,3,2,0,3,3,1,5,4,1,2,4,1,1
0c9ea4da-c609-4b08-ab44-1da0530ba364,0,2,3,3,3,2,5,1,0,0,1,2,1,1,2,2,3,2
0ce03276-e538-4c96-bcae-9844fb0628ac,0,3,0,3,4,0,3,2,3,0,1,3,1,1,1,3,2,2
0d47a133-383b-4a9c-976c-697ac65ccb19,0,1,3,0,1,4,0,0,4,1,2,1,0,1,3,1,2,2
0f1f6aef-b094-4b4d-b6b6-412ebc42c12b,0,2,2,1,0,1,4,2,4,2,1,3,1,3,1,0,2,2
0f21b6d6-7be6-484c-9698-d851ad7d43c5,0,2,3,2,2,3,0,3,2,1,1,1,1,4,4,7,1,1
104c4dcb-70d5-4d87-b5b5-8b67205891fe,0,1,2,2,1,2,1,0,5,4,2,1,2,3,2,1,3,2
108fc1be-9c15-440a-9cab-634c3f414dcc,0,2,9,3,1,3,5,2,2,1,2,1,1,2,2,4,5,4
109782f9-4141-4d5a-826f-9a4ea672f65b,0,6,3,1,5,2,4,1,2,1,2,2,2,3,1,4,0,3
10f311c3-f547-4260-8c0e-a155008b7936,0,2,2,2,2,2,2,1,3,0,3,3,2,2,1,3,3,2
11f207c2-0113-47e5-aa9a-df2c7b91ac75,0,3,3,3,2,6,1,3,2,0,4,4,2,3,2,4,4,1
122c3e03-0a96-4d62-9d17-27f8e2b6ba58,0,2,3,2,1,3,4,4,3,3,1,1,3,3,2,3,2,2
132b1407-16fa-48f8-8112-3e426974bbb7,0,4,1,1,3,6,5,0,1,1,1,4,0,1,3,2,1,3
13c06e7e-833d-47eb-a790-5e09ccfd8d2c,1,1,2,3,1,4,0,1,4,1,0,1,1,2,2,3,2,2
13f0db8a-152a-496f-a6e8-1ed6a90b8788,0,1,1,3,3,1,1,4,0,2,2,2,1,3,4,4,3,0
1545ddaf-2b75-4143-82fe-b88966aee4fb,0,3,1,2,1,1,3,2,0,7,0,3,0,2,1,3,4,0
1582dac6-ebec-43ed-a34a-1a202ca72627,0,3,2,0,1,1,3,1,1,1,1,1,3,3,3,6,2,1
15c2ba5b-eeb6-4d9b-a0e2-7d5461a21c0a,0,4,3,0,2,2,0,2,4,3,3,0,1,4,5,4,1,3
15cf4392-8541-422b-8957-a9c0380c11d9,0,3,0,3,3,3,4,1,6,0,4,3,1,1,3,3,1,3
15e325b1-c221-4bf8-8010-18d76b03646e,0,3,1,1,1,2,2,4,2,2,3,1,1,5,3,5,0,3
163daa38-8b77-48c9-9af6-37a6c1447ac2,2,5,2,4,3,3,4,2,2,0,2,2,2,1,2,2,0,3
168e6d97-0b9c-45d0-ba57-cabc8c60d428,0,1,1,1,3,0,1,0,3,0,2,2,0,4,0,2,1,2
1798905d-6c3a-4e5d-a9d1-ce429b1260d7,0,2,0,2,5,3,2,3,3,2,0,3,0,2,1,3,8,2
17bc2431-754a-46e8-81e2-32820d3fc612,0,2,2,4,1,1,3,2,2,0,3,1,4,2,2,1,3,2
18421d97-6f86-4d21-a7b1-dcc57dd8be76,0,2,5,1,3,2,3,1,3,1,4,2,2,2,1,4,1,4
1879b698-1639-438e-a07e-ddd735f8d57c,0,2,5,5,2,2,2,1,1,3,3,1,1,3,2,3,2,4
18c56602-937e-4ff3-bc6c-43f0b14212ca,0,5,2,1,1,2,0,2,1,2,2,4,1,1,2,1,1,3
192a526b-4952-4bda-b659-4661dab12716,0,5,1,3,3,2,2,2,4,3,4,1,2,3,4,3,2,3
1932a904-86ba-4438-bb52-b7e6516a4019,1,2,1,2,1,1,3,1,3,2,3,2,0,2,3,3,0,3
19fa2bc2-96ab-45b6-99de-1995c2bee330,0,4,0,2,2,3,2,1,2,1,2,2,2,2,2,2,4,2
1a1be722-70b0-47e0-a737-1700cffa1e6d,0,0,4,0,1,4,1,4,4,2,2,0,0,3,2,9,1,1
1add9169-fda0-4da2-82a0-4de3bf7ed8ca,0,1,3,3,0,1,2,3,2,1,8,2,2,2,4,1,0,4
1bcc3c26-e82e-40f4-9d16-3311c8c1ddf6,0,2,1,2,3,5,1,3,6,4,0,3,0,4,1,3,0,2
1d8dfb6a-330c-4eb9-a603-364f207c6e57,0,2,2,1,1,3,0,3,3,2,1,0,0,3,3,3,2,2
1e571af5-1796-424c-b744-a925897d44a3,0,7,0,1,2,3,2,1,0,2,1,1,2,3,0,4,3,3
1e6db00c-22dd-4ae9-80e3-95f7a88b18b8,0,3,8,1,3,2,2,3,1,1,3,1,1,3,1,5,4,4
1ea3d5d6-7e6d-4554-b31d-ea31dc2150f9,0,1,2,1,1,1,4,3,5,0,1,0,1,3,1,1,0,2
1ebc46fa-edd3-4dec-bb45-c124daf83512,0,1,1,1,1,1,2,3,3,0,2,2,4,4,4,4,3,1
1ee25417-3648-4220-9b8f-fc82d1ef450c,0,2,1,3,1,0,5,5,4,1,1,2,2,1,2,0,0,2
1f7e22c8-558a-4b6f-a04f-b219593f029e,0,4,1,1,6,3,3,1,1,4,1,6,1,0,1,2,2,2
1f81cb56-5258-4f9e-ab2c-4dfb581b44cb,0,1,3,5,4,2,3,1,3,7,4,2,2,0,2,0,4,2
1ff398e4-6b68-451d-9b00-2d2a565ba22a,0,0,4,1,3,4,2,0,2,1,5,3,2,0,1,2,1,4
2019ba88-1967-43e6-9710-b17ade18afb3,0,5,0,4,4,4,3,5,1,0,3,0,1,5,5,3,2,3
2026ccb6-77b2-494c-9b6b-a5d32aa86776,0,4,3,2,2,0,0,2,3,0,1,3,2,2,4,7,4,1
20d507a0-fdba-4c04-a30c-bd18273accdc,0,3,3,4,0,4,2,5,3,1,3,3,1,1,2,1,1,0
2129de92-ee91-425f-a854-07c553ee0b74,0,0,3,2,2,1,0,5,2,0,3,2,1,4,1,2,1,0
22056f9e-4654-44e9-930d-2fabdeb80f95,0,2,3,3,2,2,1,1,2,3,1,2,1,1,4,6,2,1
225f147b-0951-40a8-96fb-2ceba9f3153a,0,2,1,3,1,2,0,3,3,1,5,1,0,3,4,5,0,1
23483ddd-e43e-4c5f-a1b7-5392410aa8d1,0,2,1,4,2,2,0,2,4,2,7,2,3,3,2,3,3,0
23a48585-f2cf-4a20-8d30-f49361d5625c,0,2,2,4,3,4,4,4,0,1,6,2,4,1,4,4,2,1
23cc47ff-e5cd-4915-828d-258aefce5a14,0,4,4,1,2,1,2,2,4,0,3,1,0,1,3,2,6,4
241d5c6e-06c7-491b-b23e-f8d6ddc0240a,0,4,2,4,3,1,1,3,2,3,2,2,2,2,1,1,2,0
242a3620-fc18-4120-ac72-37b0f3716879,0,2,4,2,2,1,2,1,0,3,0,2,0,2,2,2,3,4
24789387-968b-425a-8836-14e243cda16c,0,1,0,3,2,2,3,1,2,1,4,1,3,2,6,2,0,3
248a8f9f-10ac-4786-adfb-d0c3dd4e4b97,0,4,5,2,2,1,2,1,4,1,3,2,2,3,2,5,1,4
2546684f-0387-4c46-b19b-9a5ddb2ef221,0,2,4,3,3,3,1,1,2,1,4,3,2,2,1,2,1,4
26c6734f-42b6-48f8-a08e-e1c3a79019d0,0,2,1,2,1,3,1,3,3,4,2,3,0,0,4,2,5,0
26c9a1fc-78b0-460b-8931-cec1dc87aa0d,0,2,2,1,0,3,1,2,2,0,4,4,2,4,2,1,4,2
274ac4ac-395a-4f70-90e5-9771ac3db11b,0,2,6,4,1,1,2,4,6,2,4,2,0,3,0,4,3,4
286516cf-d236-40de-8d28-7d0bd173125d,0,1,3,3,0,2,3,2,0,0,3,0,3,3,3,2,1,4
289044c8-e74c-4814-898a-b3b5eba6e46e,0,6,6,3,2,8,2,2,6,0,0,2,1,2,1,1,4,4
2941011b-f214-4430-8a14-e791ed0805bb,0,1,6,2,1,1,1,1,2,3,3,2,1,5,4,3,1,4
29ba1f29-2e45-41bd-9c43-05d0dae6c1c6,1,1,3,3,2,1,1,4,4,1,4,1,2,3,2,3,1,0
2a41e628-4cc5-4765-af2e-8b3dec750c0b,0,2,0,2,0,3,1,0,3,2,1,2,1,3,2,4,2,2
2aae6657-1214-4119-8cde-6b0dc5cd5529,0,4,3,3,2,4,3,1,4,1,5,2,2,2,1,0,2,2
2ab641a8-6ad4-4d1a-8511-d87ff5346773,0,3,3,0,3,0,2,3,0,1,3,3,2,3,1,6,0,1
2ad548cd-a899-4992-972b-92cde9cea8f1,0,0,2,3,1,0,2,6,0,2,4,2,1,5,1,2,2,0
2af7f476-41b6-4147-aac7-0bbcb5043895,0,2,3,3,2,1,3,2,5,1,2,0,2,3,3,7,1,1
2bd9c167-e06c-47c1-a978-3403d6724606,0,2,2,1,3,3,3,2,2,2,2,2,2,2,1,5,0,1
2c32ac39-926d-4473-801f-5733222ad74f,0,5,4,1,0,0,1,1,2,2,5,2,1,3,1,2,0,4
2dd186bb-7a28-4e80-99c7-f1936afc7b49,1,1,3,2,2,3,2,1,0,1,3,3,4,4,3,2,0,2
2ef20e99-8be8-4ab6-a817-83991f7a0fa3,0,3,3,1,2,0,0,4,0,1,4,2,0,3,2,1,3,0
2f112802-2501-45b5-a9d9-470cda6ef23e,0,4,2,4,2,4,1,5,3,2,4,2,0,4,3,2,4,0
306662a5-e17a-44a4-bb67-cc858ae1dccd,0,3,4,3,2,3,1,3,3,3,1,1,5,1,0,1,3,4
30a7de62-d6a1-47d6-963f-0724adf18c4b,0,3,5,0,0,1,2,3,2,0,1,0,4,1,4,1,2,4
30be2156-59d1-451e-beea-1a3690200a2b,0,1,1,2,0,1,2,2,1,2,2,1,2,7,2,4,2,1
311d7214-711f-4f66-bc9a-e835fa54ffb6,0,4,1,0,1,1,4,3,3,1,2,2,1,3,5,3,1,3
317c70d5-fe65-4663-afb1-150108e0e55c,0,8,1,1,1,2,2,4,2,1,0,3,2,2,4,6,1,3
31cfc138-cec0-4176-bd6d-79c4cadbb1d4,0,2,2,4,4,3,0,5,2,1,4,1,1,2,5,3,1,0
31d378e7-9e95-4e8a-b564-7fd346027dfe,0,3,0,3,1,1,1,0,3,1,2,5,1,0,2,1,2,2
31ff6616-c1dc-4b9a-8091-0b4d0cac25b1,0,1,2,5,2,4,1,2,0,3,3,4,2,0,4,3,1,1
3205ad12-726a-4b65-a15a-1a899a9d310b,0,5,2,4,2,5,6,1,1,2,4,0,1,0,1,3,1,3
324e384a-9963-4d17-94aa-21859ea85062,0,5,3,1,3,2,2,2,3,2,2,2,1,5,0,2,2,3
330ded4b-db65-485a-80a4-6b3bffd33067,0,1,2,1,1,1,3,4,0,1,8,3,1,3,3,1,0,0
334e2fe8-6f2c-424c-8ed5-12c99f048722,0,2,3,7,3,1,0,0,4,3,1,2,0,2,2,2,3,2
33a8d02a-e255-4ffe-9d90-2df8c2914077,0,4,2,2,2,1,1,2,2,2,5,2,0,5,1,5,0,3
33c1cee6-ae56-4f8e-84fc-ee0a4b7bbf4c,0,5,3,5,1,2,2,3,4,1,2,4,1,3,3,4,1,3
3455a646-398f-4b16-b19a-1371cdb2e048,0,0,5,5,3,2,1,1,1,3,4,2,1,2,2,0,0,4
346174b1-4661-4cdd-8c47-66dbd013cd56,0,5,3,1,3,0,3,0,0,2,3,1,1,1,3,1,1,3
34e8add9-0206-47fd-a501-037b994650a2,1,2,9,2,2,4,0,2,5,0,2,1,1,2,3,2,5,4
34fcadd6-fa9b-4404-981a-c70c86cde556,0,0,1,5,2,3,2,1,2,2,2,4,1,2,2,2,1,2
35d6a1f3-e358-4d4b-8074-05f3b7f35c2a,1,1,3,3,1,3,3,1,3,2,1,4,3,0,2,1,0,2
3663e3e6-3d5c-4ed9-a6af-1e680ec5f34b,0,2,4,3,0,0,3,5,2,0,0,0,1,0,1,4,2,1
374634b7-aead-4f2f-9303-c15f456c4094,0,4,0,3,3,3,3,0,0,3,2,4,2,7,3,1,2,3
375985a6-ae79-43d2-b7c6-b182d83f1eaf,0,1,2,4,2,1,0,3,1,3,2,3,1,0,1,5,1,1
37867a23-d07b-4990-8fa8-d694cf7d3b1b,0,4,4,3,1,3,3,6,0,3,4,3,2,2,3,3,2,0
38cceae3-14e0-49bb-8087-f6f210a2053a,0,2,6,1,4,3,2,1,3,0,1,1,2,4,2,2,1,4
392bf6a1-dd73-48a5-9fd9-431749f2a8ef,0,3,3,4,1,2,6,2,3,5,0,2,0,3,0,2,3,2
3954373b-2411-4d3a-98ba-03bafc1a1a6d,0,3,6,4,3,3,0,0,6,0,3,4,3,2,3,2,4,4
3956593b-7739-426a-b7a5-e841c95a5df9,0,4,2,2,2,3,2,4,3,6,8,1,1,4,6,4,1,3
3a752edf-f723-46a5-bffb-4a9ed6475546,0,2,2,4,3,0,2,0,2,1,3,2,1,2,3,3,3,2
3a80467c-0f1f-49ca-b904-1938ea2177a9,0,3,3,3,4,1,4,3,7,0,2,4,1,2,1,4,2,2
3ae50cc3-39cc-440a-8e31-3215011f2762,0,1,5,1,1,1,2,4,3,2,2,1,2,5,0,1,3,4
3af8d78b-55c4-4ac0-8161-7cc3f6ec11c9,0,4,1,2,6,3,1,2,0,1,2,1,3,2,1,2,4,2
3b751c3f-bab7-4b2b-a95f-10d57c02aa6a,0,4,3,0,0,2,0,2,4,2,2,1,0,3,3,2,0,3
3c45659f-e24d-4b0d-8210-0b7704ea1ac6,0,3,1,1,3,1,2,0,1,2,3,2,2,2,1,7,1,1
3d13e0d3-e765-4065-9221-3f864689b9e0,0,4,3,2,2,0,3,3,4,0,6,2,5,1,3,2,3,4
3d5f257e-556b-4e19-b127-977bc5c4daed,0,5,3,2,1,1,0,3,2,3,2,6,5,2,1,4,2,1
3e65775b-36e4-495d-9c45-28127fb3da5f,0,2,1,1,2,1,1,4,1,1,0,3,3,3,2,3,2,1
3eb6dad3-c017-4e77-8920-fbdea84b0acc,0,4,2,6,1,2,2,2,1,2,1,0,0,4,2,5,1,1
3efc3621-873a-4b80-a0cb-27e531d600be,0,2,2,3,2,2,1,2,4,2,3,2,1,1,0,2,1,2
3f218ab6-a288-4ee8-affc-3d02a9cbff5f,0,4,2,2,1,4,4,1,8,2,4,1,1,2,4,3,3,3
3f2d07e5-3604-4873-9737-bb44340773d8,0,3,4,1,1,2,2,3,3,3,1,2,2,4,0,2,2,4
4027aa31-4bda-4e1d-92f7-49de962e8da9,0,1,2,0,3,3,1,2,2,1,3,5,3,3,2,0,2,2
40e643fb-369c-4ecb-beb7-810114f331fa,0,3,1,1,2,3,2,0,3,4,4,6,0,0,3,2,1,3
40f15350-9ac3-4b6c-83c3-51cc7945dd01,0,1,3,0,2,3,0,6,3,1,5,4,1,3,1,5,4,0
4172c4ea-8fd9-4e50-bd2c-7020eab84f34,0,3,5,2,1,3,2,2,2,4,4,2,3,3,2,4,2,4
41b0ee09-2868-4c4b-a22d-b533a7fa46af,0,4,0,7,1,5,1,3,3,3,3,1,2,3,1,5,3,1
41cd692a-be3c-4acd-a2c8-184586bdc180,0,3,2,3,1,1,2,0,0,0,2,1,0,5,2,0,3,2
425b7021-0409-4358-af39-2bff14197d0a,0,0,2,0,3,6,2,3,4,2,6,3,0,3,8,1,0,3
427fa55b-7f49-4981-bcd7-59fee8efb512,0,10,3,1,2,2,1,0,2,2,4,2,0,0,4,2,0,3
4291e9a9-b4a8-42e1-b032-520b16f93888,0,1,4,5,1,1,4,2,0,2,4,0,0,2,2,1,0,4
43dc107a-bd3f-4cfe-96f7-8d17ca485bc2,0,5,4,1,3,3,3,5,3,1,1,3,1,2,0,5,3,1
45064aca-5e28-4b1f-be64-202fc5e0daba,0,3,3,2,3,4,3,1,2,1,4,2,3,2,1,3,2,2
4607d7b0-3313-49b8-9f73-5b8227fc5b67,0,2,2,3,1,1,2,1,4,0,0,3,0,4,4,2,1,2
4793cc6d-be60-42cc-bfd4-7ce8fd4d0eab,0,2,4,3,1,3,3,2,0,0,2,0,1,2,1,8,3,1
47def058-01cc-478f-9830-eaddcccac633,0,2,7,2,3,1,1,2,5,2,6,1,1,3,2,1,2,4
48bed4d7-0329-472c-96d9-b23a103eb834,0,1,2,2,3,4,2,0,2,2,1,5,2,3,1,1,0,2
48e26178-5cdd-4568-9990-d3bc5937910b,1,1,7,3,0,1,1,1,5,0,6,3,5,3,5,2,2,4
48e834aa-fd4a-4206-93e8-ac8fdac613bc,1,1,5,0,2,2,0,3,2,0,2,0,2,2,1,0,3,4
49da0743-cb4d-4c84-b6a2-537bbe7256d1,0,2,3,3,1,1,0,3,1,4,1,1,3,1,2,4,1,1
49f49bcf-17fe-4edd-990d-16c3d1df931b,0,4,2,1,4,6,3,3,1,1,1,3,0,0,3,2,1,3
4baf648a-0ad5-412d-8250-5a0ff9289fbf,0,4,4,2,3,3,1,0,3,2,3,3,1,2,0,3,3,4
4bc62825-3109-4796-9465-1bf853165347,0,0,4,5,3,5,8,2,3,2,3,2,0,3,0,4,2,2
4bcb2c2e-36ed-4d5d-90a1-440993e9f6d2,0,2,1,5,1,1,3,2,1,4,2,4,3,1,4,3,1,1
4c0558bc-b0d9-44b0-8b70-5fc6acb6c362,0,4,0,5,2,1,1,5,1,3,4,2,0,2,2,2,2,0
4c731e48-0377-4d7d-b4c8-b2174b774ed8,0,2,0,6,1,2,2,0,5,1,1,0,2,4,4,5,3,2
4cbd005f-69d5-4a83-9947-7009f69c0e7d,0,3,2,4,2,2,2,1,0,1,4,2,3,3,2,2,5,2
4ce3f877-96ea-4a37-8107-1176126d9d97,0,2,5,0,5,2,3,2,5,4,3,0,1,1,2,4,1,4
4cff698b-def1-497c-a78e-75058de67fe8,1,2,4,3,4,2,0,3,3,4,1,3,1,3,3,0,3,0
4dc7482d-e44b-47cc-bc27-7bf663497997,0,2,1,2,4,1,4,1,3,1,6,2,5,1,0,1,3,2
4edc3d1a-a7d9-4db6-89c3-f784d9954172,0,2,3,3,2,1,2,4,3,4,3,2,3,5,2,1,3,0
4eed2f45-f040-4995-a60f-472af1ff379a,0,3,5,3,2,2,0,1,3,3,2,3,3,1,2,1,1,4
4ef2c812-b152-4a72-a443-f4ff787d7b0d,0,3,1,0,3,2,2,3,5,3,2,2,2,2,3,2,2,2
4fe1900d-5e78-41a3-88ed-18e6889c6c77,0,3,1,3,3,2,2,0,4,4,3,6,4,3,6,3,1,3
4fe420fa-a193-4408-bd5d-62a020233609,0,2,4,1,2,1,1,1,2,1,4,4,3,2,3,3,0,4
